order_id,date,customer_id,product_category,product_name,quantity,unit_price,revenue,region,salesperson
ORD-001257,2024-04-28,C-00744,Office Supplies,Ergonomic Office Chair,4,215.58,862.32,North,Carol Williams
ORD-001258,2024-12-31,C-00533,Sports & Outdoors,Dumbbell Set,2,31.75,63.5,North,Frank Davis
ORD-001259,2023-07-11,C-00135,Office Supplies,Ergonomic Office Chair,6,307.15,1842.9,East,Alice Chen
ORD-001260,2025-11-06,C-00775,Office Supplies,Printer Paper (Ream),1,6.9,6.9,North,Frank Davis
ORD-001261,2024-06-07,C-00111,Home & Garden,Coffee Maker,2,98.31,196.62,North,Frank Davis
ORD-001262,2025-07-06,C-00758,Office Supplies,Ergonomic Office Chair,1,233.4,233.4,West,Bob Martinez
ORD-001263,2024-02-05,C-00283,Office Supplies,Filing Cabinet,1,101.18,101.18,South,James Wilson
ORD-001264,2025-06-04,C-00520,Office Supplies,Printer Paper (Ream),1,11.02,11.02,West,Henry Foster
ORD-001265,2024-12-05,C-00796,Office Supplies,Filing Cabinet,1,88.51,88.51,North,Carol Williams
ORD-001266,2023-01-22,C-00719,Books & Media,Paperback Novel,1,11.37,11.37,East,Alice Chen
ORD-001267,2024-04-18,C-00194,Home & Garden,LED Desk Lamp,1,45.54,45.54,West,Henry Foster
ORD-001268,2023-07-29,C-00047,Electronics,Smart Watch,1,291.38,291.38,South,Irene Okafor
ORD-001269,2023-11-02,C-00342,Office Supplies,Ballpoint Pen Pack,1,5.15,5.15,South,Irene Okafor
ORD-001270,2024-12-04,C-00242,Sports & Outdoors,Camping Tent,4,203.11,812.44,West,Henry Foster
ORD-001271,2024-11-17,C-00522,Clothing,Baseball Cap,1,14.45,14.45,West,Eva Thompson
ORD-001272,2023-10-12,C-00370,Clothing,Winter Jacket,3,138.59,415.77,East,Alice Chen
ORD-001273,2024-12-16,C-00131,Sports & Outdoors,Camping Tent,1,97.32,97.32,South,Irene Okafor
ORD-001274,2025-02-01,C-00270,Home & Garden,Stainless Steel Cookware Set,2,131.03,262.06,West,Henry Foster
ORD-001275,2025-08-05,C-00061,Electronics,Wireless Mouse,3,29.98,89.94,West,Henry Foster
ORD-001276,2024-01-16,C-00164,Electronics,Mechanical Keyboard,3,97.71,293.13,East,Alice Chen
ORD-001277,2024-04-04,C-00525,Books & Media,Cookbook,3,34.85,104.55,South,James Wilson
ORD-001278,2025-10-27,C-00272,Clothing,Baseball Cap,1,14.88,14.88,West,Henry Foster
ORD-001279,2023-01-29,C-00720,Home & Garden,Stainless Steel Cookware Set,4,111.82,447.28,West,Eva Thompson
ORD-001280,2025-06-25,C-00758,Books & Media,Paperback Novel,7,12.54,87.78,West,Eva Thompson
ORD-001281,2025-11-22,C-00133,Books & Media,Cookbook,1,28.55,28.55,East,David Kim
ORD-001282,2025-05-28,C-00244,Electronics,Smart Watch,5,193.71,968.55,North,Carol Williams
ORD-001283,2023-03-20,C-00434,Electronics,Mechanical Keyboard,2,70.92,141.84,South,Irene Okafor
ORD-001284,2025-08-04,C-00038,Sports & Outdoors,Camping Tent,3,219.89,659.67,South,Irene Okafor
ORD-001285,2024-04-03,C-00568,Books & Media,Board Game,2,36.16,72.32,West,Bob Martinez
ORD-001286,2024-07-23,C-00319,Electronics,Wireless Mouse,4,34.78,139.12,South,Irene Okafor
ORD-001287,2025-01-07,C-00510,Clothing,Wool Sweater,1,81.01,81.01,West,Henry Foster
ORD-001288,2024-05-30,C-00376,Office Supplies,Ergonomic Office Chair,1,227.82,227.82,East,Alice Chen
ORD-001289,2024-02-01,C-00560,Office Supplies,Whiteboard,1,42.1,42.1,South,Irene Okafor
ORD-001290,2023-02-08,C-00617,Home & Garden,Yoga Mat,7,30.98,216.86,West,Henry Foster
ORD-001291,2025-06-05,C-00474,Electronics,Wireless Headphones,1,61.83,61.83,West,Bob Martinez
ORD-001292,2025-03-07,C-00059,Clothing,Baseball Cap,2,23.22,46.44,South,Irene Okafor
ORD-001293,2023-06-06,C-00589,Clothing,Running Shoes,3,111.78,335.34,East,Alice Chen
ORD-001294,2025-06-02,C-00499,Clothing,Denim Jeans,2,69.65,139.3,North,Carol Williams
ORD-001295,2025-08-31,C-00218,Home & Garden,Scented Candle Pack,2,19.06,38.12,South,Irene Okafor
ORD-001296,2025-11-11,C-00567,Sports & Outdoors,Camping Tent,1,244.24,244.24,West,Bob Martinez
ORD-001297,2025-04-28,C-00567,Electronics,Portable Power Bank,1,36.7,36.7,East,Grace Liu
ORD-001298,2025-01-17,C-00129,Office Supplies,Ballpoint Pen Pack,1,7.63,7.63,West,Eva Thompson
ORD-001299,2025-09-15,C-00383,Sports & Outdoors,Camping Tent,1,114.64,114.64,East,Alice Chen
ORD-001300,2023-01-21,C-00388,Sports & Outdoors,Hiking Backpack,2,61.59,123.18,West,Henry Foster
ORD-001301,2023-10-30,C-00085,Office Supplies,Printer Paper (Ream),1,7.82,7.82,North,Carol Williams
ORD-001302,2025-05-18,C-00510,Sports & Outdoors,Resistance Bands,1,23.64,23.64,West,Henry Foster
ORD-001303,2023-03-25,C-00726,Office Supplies,Printer Paper (Ream),1,12.69,12.69,West,Henry Foster
ORD-001304,2024-07-23,C-00627,Clothing,Baseball Cap,3,20.81,62.43,West,Bob Martinez
ORD-001305,2025-07-22,C-00437,Clothing,Baseball Cap,1,21.73,21.73,North,Frank Davis
ORD-001306,2025-10-05,C-00293,Home & Garden,Yoga Mat,1,29.25,29.25,South,James Wilson
ORD-001307,2025-03-03,C-00049,Home & Garden,Coffee Maker,4,49.9,199.6,West,Henry Foster
ORD-001308,2025-03-02,C-00067,Clothing,Baseball Cap,1,22.98,22.98,South,James Wilson
ORD-001309,2024-05-06,C-00787,Sports & Outdoors,Water Bottle,1,26.64,26.64,West,Bob Martinez
ORD-001310,2023-07-27,C-00129,Electronics,Wireless Mouse,2,24.91,49.82,West,Eva Thompson
ORD-001311,2025-12-19,C-00029,Sports & Outdoors,Water Bottle,2,17.17,34.34,West,Eva Thompson
ORD-001312,2024-03-05,C-00343,Home & Garden,Scented Candle Pack,8,20.86,166.88,West,Henry Foster
ORD-001313,2025-09-11,C-00545,Sports & Outdoors,Resistance Bands,7,20.54,143.78,North,Frank Davis
ORD-001314,2024-06-03,C-00119,Home & Garden,LED Desk Lamp,3,27.09,81.27,East,Alice Chen
ORD-001315,2024-08-13,C-00692,Office Supplies,Filing Cabinet,1,87.61,87.61,South,Irene Okafor
ORD-001316,2025-11-16,C-00663,Clothing,Running Shoes,2,61.96,123.92,West,Bob Martinez
ORD-001317,2023-07-18,C-00133,Office Supplies,Whiteboard,1,22.21,22.21,South,James Wilson
ORD-001318,2024-01-22,C-00327,Electronics,Mechanical Keyboard,6,102.34,614.04,East,Alice Chen
ORD-001319,2023-12-15,C-00185,Sports & Outdoors,Camping Tent,3,234.02,702.06,West,Eva Thompson
ORD-001320,2025-08-17,C-00506,Home & Garden,Coffee Maker,2,66.03,132.06,East,David Kim
ORD-001321,2024-11-23,C-00646,Books & Media,Cookbook,2,28.29,56.58,East,Alice Chen
ORD-001322,2024-01-13,C-00689,Books & Media,Art Supply Kit,2,55.5,111.0,South,Irene Okafor
ORD-001323,2025-06-17,C-00534,Books & Media,Board Game,2,47.91,95.82,East,Alice Chen
ORD-001324,2025-07-04,C-00241,Electronics,Smart Watch,1,266.01,266.01,West,Eva Thompson
ORD-001325,2024-06-10,C-00589,Books & Media,Paperback Novel,3,12.74,38.22,East,Alice Chen
ORD-001326,2025-01-03,C-00716,Electronics,Wireless Mouse,12,33.21,398.52,West,Eva Thompson
ORD-001327,2023-07-25,C-00516,Electronics,Wireless Headphones,1,52.7,52.7,South,James Wilson
ORD-001328,2024-03-30,C-00165,Electronics,Mechanical Keyboard,12,95.52,1146.24,North,Carol Williams
ORD-001329,2024-06-04,C-00640,Home & Garden,Plant Pot Set,5,12.52,62.6,North,Frank Davis
ORD-001330,2025-10-13,C-00557,Books & Media,Cookbook,5,33.6,168.0,West,Bob Martinez
ORD-001331,2025-08-13,C-00218,Electronics,USB-C Charging Cable,4,19.31,77.24,South,James Wilson
ORD-001332,2024-12-26,C-00747,Electronics,Portable Power Bank,6,46.96,281.76,North,Frank Davis
ORD-001333,2025-10-10,C-00648,Sports & Outdoors,Hiking Backpack,1,48.23,48.23,West,Henry Foster
ORD-001334,2024-05-15,C-00680,Office Supplies,Ballpoint Pen Pack,2,6.73,13.46,West,Henry Foster
ORD-001335,2023-04-27,C-00749,Sports & Outdoors,Fishing Rod,2,70.45,140.9,South,James Wilson
ORD-001336,2024-01-21,C-00605,Sports & Outdoors,Water Bottle,1,20.47,20.47,West,Henry Foster
ORD-001337,2024-08-06,C-00005,Home & Garden,Plant Pot Set,10,28.61,286.1,North,Carol Williams
ORD-001338,2024-01-30,C-00668,Books & Media,Cookbook,3,34.82,104.46,West,Bob Martinez
ORD-001339,2025-12-23,C-00757,Office Supplies,Printer Paper (Ream),2,9.7,19.4,East,Alice Chen
ORD-001340,2024-12-21,C-00081,Home & Garden,LED Desk Lamp,11,31.67,348.37,North,Frank Davis
ORD-001341,2023-03-13,C-00247,Home & Garden,LED Desk Lamp,1,26.51,26.51,North,Carol Williams
ORD-001342,2023-10-01,C-00493,Office Supplies,Filing Cabinet,1,111.28,,West,Bob Martinez
ORD-001343,2023-12-04,C-00649,Office Supplies,Whiteboard,1,30.82,30.82,North,Frank Davis
ORD-001344,2024-08-29,C-00386,Electronics,Mechanical Keyboard,1,83.37,83.37,East,Alice Chen
ORD-001345,2023-06-15,C-00575,Home & Garden,Stainless Steel Cookware Set,1,81.23,81.23,North,Frank Davis
ORD-001346,2023-01-11,C-00307,Books & Media,Art Supply Kit,3,25.43,76.29,South,Irene Okafor
ORD-001347,2024-12-29,C-00628,Home & Garden,Plant Pot Set,1,,17.96,South,Irene Okafor
ORD-001348,2025-03-11,C-00625,Home & Garden,Stainless Steel Cookware Set,7,112.53,787.71,West,Bob Martinez
ORD-001349,2023-04-12,C-00543,Sports & Outdoors,Hiking Backpack,4,111.89,447.56,West,Bob Martinez
ORD-001350,2025-02-17,C-00007,Clothing,Cotton T-Shirt,1,16.79,16.79,South,James Wilson
ORD-001351,2023-08-02,C-00515,Clothing,Baseball Cap,4,14.53,58.12,North,Carol Williams
ORD-001352,2024-02-05,C-00755,Office Supplies,Whiteboard,1,32.98,32.98,West,Henry Foster
ORD-001353,2024-08-10,C-00568,Sports & Outdoors,Resistance Bands,1,15.29,15.29,South,James Wilson
ORD-001354,2025-06-07,C-00073,Office Supplies,Filing Cabinet,4,114.64,458.56,West,Eva Thompson
ORD-001355,2025-12-05,C-00010,Books & Media,Art Supply Kit,5,47.89,239.45,West,Eva Thompson
ORD-001356,2024-08-14,C-00573,Sports & Outdoors,Camping Tent,8,225.87,1806.96,East,Alice Chen
ORD-001357,2023-04-02,C-00562,Office Supplies,Filing Cabinet,2,60.62,121.24,East,Alice Chen
ORD-001358,2024-11-03,C-00122,Clothing,Baseball Cap,2,13.54,27.08,East,Alice Chen
ORD-001359,2024-12-14,C-00687,Sports & Outdoors,Camping Tent,3,95.0,285.0,South,James Wilson
ORD-001360,2025-07-24,C-00513,Sports & Outdoors,Camping Tent,3,242.55,727.65,West,Eva Thompson
ORD-001361,2023-08-30,C-00441,Sports & Outdoors,Resistance Bands,2,13.23,26.46,West,Henry Foster
ORD-001362,2023-01-02,C-00038,Electronics,Bluetooth Speaker,1,66.34,66.34,South,Irene Okafor
ORD-001363,2023-08-13,C-00702,Clothing,Baseball Cap,1,19.39,19.39,North,Carol Williams
ORD-001364,2025-03-11,C-00591,Clothing,Denim Jeans,6,62.84,377.04,North,Carol Williams
ORD-001365,2024-08-11,C-00345,Sports & Outdoors,Water Bottle,2,19.21,38.42,West,Henry Foster
ORD-001366,2023-04-26,C-00338,Office Supplies,Ergonomic Office Chair,1,163.12,163.12,South,James Wilson
ORD-001367,2025-07-06,C-00702,Office Supplies,Filing Cabinet,10,64.75,647.5,East,Grace Liu
ORD-001368,2023-07-13,C-00184,Clothing,Denim Jeans,4,65.32,261.28,East,Alice Chen
ORD-001369,2025-05-20,C-00067,Clothing,Winter Jacket,10,143.81,1438.1,East,Alice Chen
ORD-001370,2023-03-31,C-00017,Electronics,Wireless Mouse,1,21.45,21.45,East,Alice Chen
ORD-001371,2023-05-02,C-00383,Clothing,Baseball Cap,2,20.21,40.42,West,Bob Martinez
ORD-001372,2023-05-23,C-00368,Office Supplies,Whiteboard,4,,90.0,North,Carol Williams
ORD-001373,2025-09-20,C-00316,Office Supplies,Filing Cabinet,2,119.72,239.44,East,Alice Chen
ORD-001374,2023-04-16,C-00497,Clothing,Running Shoes,2,,187.24,North,Carol Williams
ORD-001375,2025-06-05,C-00721,Clothing,Cotton T-Shirt,1,27.38,27.38,East,Grace Liu
ORD-001376,2024-03-03,C-00345,Clothing,Wool Sweater,2,50.12,100.24,East,Grace Liu
ORD-001377,2023-11-13,C-00553,Clothing,Baseball Cap,2,14.45,28.9,West,Bob Martinez
ORD-001378,2024-09-26,C-00473,Books & Media,Educational DVD Set,3,17.25,51.75,South,Irene Okafor
ORD-001379,2023-01-09,C-00115,Sports & Outdoors,Dumbbell Set,4,71.45,285.8,South,James Wilson
ORD-001380,2025-02-12,C-00100,Books & Media,Art Supply Kit,1,43.18,43.18,South,Irene Okafor
ORD-001381,2023-08-11,C-00438,Sports & Outdoors,Dumbbell Set,3,52.24,156.72,North,Frank Davis
ORD-001382,2024-07-06,C-00345,Clothing,Denim Jeans,4,54.34,217.36,North,Carol Williams
ORD-001383,2024-12-16,C-00349,Clothing,Cotton T-Shirt,2,32.6,65.2,North,Carol Williams
ORD-001384,2023-04-21,C-00139,Electronics,Bluetooth Speaker,1,66.61,66.61,North,Carol Williams
ORD-001385,2023-09-08,C-00324,Books & Media,Educational DVD Set,2,15.58,31.16,East,Alice Chen
ORD-001386,2024-01-18,C-00302,Office Supplies,Ballpoint Pen Pack,1,8.79,8.79,West,Eva Thompson
ORD-001387,2023-01-07,C-00294,Books & Media,Paperback Novel,2,15.48,30.96,West,Bob Martinez
ORD-001388,2024-04-03,C-00529,Electronics,USB-C Charging Cable,1,13.17,13.17,West,Bob Martinez
ORD-001389,2023-07-27,C-00292,Books & Media,Board Game,2,36.16,72.32,West,Henry Foster
ORD-001390,2025-06-18,C-00074,Electronics,Wireless Mouse,6,20.69,124.14,East,David Kim
ORD-001391,2023-01-22,C-00775,Electronics,Portable Power Bank,6,33.82,202.92,West,Bob Martinez
ORD-001392,2024-02-14,C-00484,Home & Garden,LED Desk Lamp,11,39.48,434.28,East,David Kim
ORD-001393,2025-06-13,C-00016,Home & Garden,Coffee Maker,2,84.97,169.94,South,Irene Okafor
ORD-001394,2024-05-29,C-00526,Books & Media,Paperback Novel,1,14.5,14.5,East,Alice Chen
ORD-001395,2025-03-19,C-00336,Sports & Outdoors,Resistance Bands,5,20.45,102.25,East,Grace Liu
ORD-001396,2025-05-23,C-00793,Electronics,USB-C Charging Cable,2,11.62,23.24,South,Irene Okafor
ORD-001397,2023-01-14,C-00516,Clothing,Cotton T-Shirt,3,27.87,83.61,West,Eva Thompson
ORD-001398,2025-08-28,C-00127,Clothing,Wool Sweater,1,55.89,55.89,East,David Kim
ORD-001399,2025-09-04,C-00518,Electronics,Wireless Headphones,1,86.05,86.05,West,Bob Martinez
ORD-001400,2025-10-10,C-00129,Clothing,Running Shoes,1,75.9,75.9,East,David Kim
ORD-001401,2025-11-01,C-00511,Sports & Outdoors,Dumbbell Set,2,69.99,139.98,East,Grace Liu
ORD-001402,2023-03-28,C-00423,Clothing,Baseball Cap,13,11.92,154.96,East,David Kim
ORD-001403,2025-06-27,C-00385,Office Supplies,Ballpoint Pen Pack,3,4.85,14.55,West,Eva Thompson
ORD-001404,2023-05-02,C-00232,Home & Garden,Yoga Mat,2,17.32,34.64,South,James Wilson
ORD-001405,2025-01-19,C-00195,Clothing,Baseball Cap,4,20.33,81.32,North,Carol Williams
ORD-001406,2024-11-15,C-00065,Home & Garden,Yoga Mat,1,24.78,24.78,North,Frank Davis
ORD-001407,2023-11-05,C-00615,Sports & Outdoors,Camping Tent,1,157.95,157.95,East,Grace Liu
ORD-001408,2024-11-25,C-00277,Home & Garden,Throw Blanket,4,46.49,185.96,West,Eva Thompson
ORD-001409,2023-10-15,C-00670,Electronics,Bluetooth Speaker,8,79.95,639.6,South,Irene Okafor
ORD-001410,2023-11-03,C-00224,Office Supplies,Filing Cabinet,2,91.69,183.38,East,Grace Liu
ORD-001411,2025-07-02,C-00278,Electronics,4K Monitor,1,430.98,430.98,South,Irene Okafor
ORD-001412,2024-10-23,C-00694,Office Supplies,Printer Paper (Ream),1,10.61,10.61,West,Henry Foster
ORD-001413,2024-07-02,C-00366,Electronics,Wireless Headphones,5,60.19,300.95,South,James Wilson
ORD-001414,2023-11-08,C-00516,Books & Media,Paperback Novel,1,12.84,12.84,West,Eva Thompson
ORD-001415,2025-05-22,C-00215,Home & Garden,Throw Blanket,4,33.04,132.16,West,Bob Martinez
ORD-001416,2025-12-18,C-00439,Home & Garden,Throw Blanket,3,29.67,89.01,North,Carol Williams
ORD-001417,2025-07-12,C-00428,Electronics,Wireless Mouse,3,22.96,68.88,North,Carol Williams
ORD-001418,2025-01-24,C-00729,Clothing,Running Shoes,1,81.78,81.78,East,Grace Liu
ORD-001419,2023-02-04,C-00396,Books & Media,Cookbook,1,33.73,33.73,South,Irene Okafor
ORD-001420,2024-03-20,C-00209,Office Supplies,Ergonomic Office Chair,1,317.57,317.57,East,Grace Liu
ORD-001421,2023-04-03,C-00501,Home & Garden,Scented Candle Pack,3,13.13,39.39,East,David Kim
ORD-001422,2023-12-19,C-00463,Clothing,Wool Sweater,3,63.31,189.93,North,Carol Williams
ORD-001423,2025-06-21,C-00586,Electronics,Smart Watch,4,226.35,905.4,North,Carol Williams
ORD-001424,2025-05-11,C-00227,Sports & Outdoors,Dumbbell Set,2,36.53,73.06,South,Irene Okafor
ORD-001425,2023-06-08,C-00375,Clothing,Wool Sweater,2,42.9,85.8,West,Henry Foster
ORD-001426,2025-08-14,C-00500,Electronics,Wireless Headphones,4,68.69,274.76,East,Alice Chen
ORD-001427,2023-01-24,C-00093,Sports & Outdoors,Resistance Bands,2,12.32,24.64,North,Frank Davis
ORD-001428,2024-02-08,C-00460,Home & Garden,Yoga Mat,12,18.83,225.96,West,Eva Thompson
ORD-001429,2025-03-15,C-00577,Electronics,Wireless Mouse,3,27.22,81.66,West,Henry Foster
ORD-001430,2024-05-30,C-00321,Electronics,Portable Power Bank,3,28.12,84.36,West,Henry Foster
ORD-001431,2025-01-01,C-00010,Sports & Outdoors,Dumbbell Set,4,80.48,321.92,East,Alice Chen
ORD-001432,2024-06-15,C-00303,Electronics,Wireless Mouse,4,29.46,117.84,West,Bob Martinez
ORD-001433,2025-08-13,C-00322,Office Supplies,Printer Paper (Ream),1,10.28,10.28,West,Eva Thompson
ORD-001434,2023-06-01,C-00456,Clothing,Denim Jeans,1,35.38,35.38,North,Carol Williams
ORD-001435,2025-08-04,C-00278,Electronics,Wireless Mouse,3,34.96,104.88,North,Carol Williams
ORD-001436,2024-08-30,C-00598,Books & Media,Art Supply Kit,2,27.11,54.22,East,Alice Chen
ORD-001437,2024-02-24,C-00538,Home & Garden,Yoga Mat,5,38.5,192.5,East,Alice Chen
ORD-001438,2025-05-15,C-00730,Clothing,Cotton T-Shirt,1,18.02,18.02,East,David Kim
ORD-001439,2024-07-31,C-00393,Home & Garden,Coffee Maker,1,72.76,72.76,East,David Kim
ORD-001440,2023-12-01,C-00095,Electronics,USB-C Charging Cable,1,19.84,19.84,North,Carol Williams
ORD-001441,2025-07-20,C-00756,Sports & Outdoors,Hiking Backpack,10,66.78,667.8,South,Irene Okafor
ORD-001442,2023-10-22,C-00107,Clothing,Cotton T-Shirt,1,28.14,28.14,North,Frank Davis
ORD-001443,2025-01-24,C-00390,Sports & Outdoors,Dumbbell Set,10,70.91,709.1,North,Carol Williams
ORD-001444,2023-07-05,C-00760,Sports & Outdoors,Resistance Bands,3,15.33,45.99,West,Eva Thompson
ORD-001445,2024-09-28,C-00526,Sports & Outdoors,Fishing Rod,1,45.7,45.7,West,Henry Foster
ORD-001446,2024-06-13,C-00673,Books & Media,Board Game,1,21.67,21.67,South,James Wilson
ORD-001447,2023-01-21,C-00071,Sports & Outdoors,Hiking Backpack,1,82.41,82.41,South,James Wilson
ORD-001448,2025-06-29,C-00664,Home & Garden,Scented Candle Pack,1,24.21,24.21,West,Bob Martinez
ORD-001449,2025-05-16,C-00587,Clothing,Baseball Cap,9,14.76,132.84,West,Eva Thompson
ORD-001450,2025-03-04,C-00376,Electronics,Smart Watch,3,223.64,670.92,North,Carol Williams
ORD-001451,2023-04-10,C-00727,Books & Media,Board Game,1,45.21,45.21,East,Grace Liu
ORD-001452,2025-01-21,C-00368,Books & Media,Board Game,2,42.08,84.16,North,Carol Williams
ORD-001453,2024-04-22,C-00051,Clothing,Running Shoes,5,60.86,304.3,South,James Wilson
ORD-001454,2025-07-28,C-00143,Office Supplies,Filing Cabinet,2,101.12,202.24,East,Grace Liu
ORD-001455,2024-06-09,C-00419,Sports & Outdoors,Fishing Rod,3,54.94,164.82,South,James Wilson
ORD-001456,2023-11-30,C-00548,Home & Garden,Plant Pot Set,4,11.26,45.04,South,James Wilson
ORD-001457,2023-01-02,C-00500,Electronics,Portable Power Bank,1,44.31,44.31,South,Irene Okafor
ORD-001458,2024-01-10,C-00167,Clothing,Wool Sweater,5,86.27,431.35,West,Bob Martinez
ORD-001459,2023-10-20,C-00748,Sports & Outdoors,Water Bottle,2,23.78,47.56,East,David Kim
ORD-001460,2025-04-16,C-00260,Electronics,Bluetooth Speaker,1,65.65,65.65,North,Frank Davis
ORD-001461,2025-10-01,C-00192,Home & Garden,Yoga Mat,5,19.83,99.15,West,Henry Foster
ORD-001462,2024-07-06,C-00202,Office Supplies,Printer Paper (Ream),2,8.81,17.62,East,Alice Chen
ORD-001463,2023-11-14,C-00774,Sports & Outdoors,,1,12.56,12.56,West,Bob Martinez
ORD-001464,2024-01-16,C-00185,Home & Garden,Coffee Maker,1,75.21,75.21,North,Carol Williams
ORD-001465,2023-01-14,C-00158,Home & Garden,Yoga Mat,2,20.04,40.08,East,Alice Chen
ORD-001466,2024-05-18,C-00758,Electronics,Smart Watch,2,265.84,531.68,West,Bob Martinez
ORD-001467,2023-08-19,C-00622,Office Supplies,Ergonomic Office Chair,1,202.93,202.93,East,Grace Liu
ORD-001468,2023-05-10,C-00099,Office Supplies,Ergonomic Office Chair,2,241.69,483.38,North,Frank Davis
ORD-001469,2025-04-17,C-00241,Sports & Outdoors,Water Bottle,1,27.62,27.62,North,Frank Davis
ORD-001470,2025-06-09,C-00491,Electronics,Wireless Mouse,1,33.91,33.91,East,David Kim
ORD-001471,2023-01-28,C-00202,Electronics,Wireless Mouse,4,31.49,125.96,South,Irene Okafor
ORD-001472,2023-03-07,C-00634,Electronics,Bluetooth Speaker,1,69.58,69.58,East,Grace Liu
ORD-001473,2023-09-18,C-00509,Home & Garden,Scented Candle Pack,3,22.69,68.07,North,Carol Williams
ORD-001474,2024-04-04,C-00629,Electronics,4K Monitor,1,372.34,372.34,North,Carol Williams
ORD-001475,2023-10-28,C-00096,Sports & Outdoors,Hiking Backpack,1,62.45,62.45,North,Carol Williams
ORD-001476,2025-07-07,C-00746,Home & Garden,Coffee Maker,1,82.27,82.27,East,David Kim
ORD-001477,2023-10-14,C-00490,Electronics,Wireless Mouse,2,24.67,49.34,South,Irene Okafor
ORD-001478,2025-10-30,C-00579,Books & Media,Art Supply Kit,1,43.3,43.3,South,Irene Okafor
ORD-001479,2024-09-21,C-00218,Electronics,Portable Power Bank,1,43.66,43.66,West,Eva Thompson
ORD-001480,2023-09-27,C-00527,Books & Media,Cookbook,4,26.67,106.68,West,Eva Thompson
ORD-001481,2024-08-14,C-00273,Clothing,Winter Jacket,1,79.02,79.02,East,Grace Liu
ORD-001482,2025-04-23,C-00219,Clothing,Running Shoes,2,100.95,201.9,West,Henry Foster
ORD-001483,2025-05-11,C-00786,Electronics,Mechanical Keyboard,2,89.04,178.08,West,Eva Thompson
ORD-001484,2023-05-13,C-00659,Office Supplies,Whiteboard,5,20.41,102.05,North,Carol Williams
ORD-001485,2025-08-29,C-00332,Sports & Outdoors,Camping Tent,4,213.84,855.36,West,Eva Thompson
ORD-001486,2024-05-27,C-00453,Home & Garden,Yoga Mat,2,21.9,43.8,North,Carol Williams
ORD-001487,2023-11-09,C-00152,Electronics,Bluetooth Speaker,2,37.1,74.2,East,Grace Liu
ORD-001488,2024-07-29,C-00347,Sports & Outdoors,Fishing Rod,2,32.1,64.2,East,Alice Chen
ORD-001489,2025-06-04,C-00414,Clothing,Winter Jacket,2,61.59,123.18,East,Alice Chen
ORD-001490,2024-11-17,C-00527,Office Supplies,Whiteboard,3,36.96,110.88,East,David Kim
ORD-001491,2023-06-14,C-00431,Office Supplies,Printer Paper (Ream),3,11.78,35.34,West,Eva Thompson
ORD-001492,2023-11-01,C-00379,Books & Media,Board Game,2,28.42,56.84,North,Frank Davis
ORD-001493,2023-06-05,C-00428,Office Supplies,Filing Cabinet,1,115.15,115.15,North,Carol Williams
ORD-001494,2024-09-11,C-00084,Electronics,Wireless Headphones,1,64.83,64.83,West,Bob Martinez
ORD-001495,2025-08-14,C-00192,Clothing,Baseball Cap,1,19.61,19.61,North,Carol Williams
ORD-001496,2023-11-30,C-00041,Clothing,Denim Jeans,3,49.05,147.15,West,Eva Thompson
ORD-001497,2025-08-26,C-00773,Electronics,4K Monitor,2,271.42,542.84,West,Henry Foster
ORD-001498,2024-05-25,C-00309,Office Supplies,Ergonomic Office Chair,8,,2223.12,West,Eva Thompson
ORD-001499,2025-11-09,C-00378,Electronics,Wireless Mouse,7,21.14,147.98,North,Carol Williams
ORD-001500,2023-10-09,C-00136,Office Supplies,Ergonomic Office Chair,4,260.94,1043.76,East,Alice Chen
ORD-001501,2025-03-07,C-00790,Books & Media,Educational DVD Set,2,16.48,32.96,East,Alice Chen
ORD-001502,2025-10-21,C-00106,Clothing,Baseball Cap,1,14.95,14.95,North,Carol Williams
ORD-001503,2023-04-29,C-00519,Electronics,USB-C Charging Cable,1,10.15,10.15,South,James Wilson
ORD-001504,2025-11-24,C-00542,Electronics,Portable Power Bank,1,21.32,21.32,North,Frank Davis
ORD-001505,2023-07-17,C-00126,Electronics,USB-C Charging Cable,11,13.55,149.05,North,Frank Davis
ORD-001506,2024-04-29,C-00357,Home & Garden,Coffee Maker,2,98.49,196.98,North,Frank Davis
ORD-001507,2025-12-18,C-00400,Home & Garden,Stainless Steel Cookware Set,1,75.0,75.0,West,Eva Thompson
ORD-001508,2025-04-16,C-00079,Sports & Outdoors,Resistance Bands,1,11.3,11.3,North,Carol Williams
ORD-001509,2025-10-05,C-00389,Books & Media,Paperback Novel,2,13.78,27.56,South,James Wilson
ORD-001510,2024-11-21,C-00579,Clothing,Denim Jeans,2,50.65,101.3,East,Alice Chen
ORD-001511,2025-11-01,C-00535,Electronics,Wireless Headphones,2,59.66,,West,Eva Thompson
ORD-001512,2024-05-04,C-00701,Books & Media,Art Supply Kit,4,30.25,121.0,East,David Kim
ORD-001513,2023-10-03,C-00074,Clothing,Winter Jacket,3,125.12,375.36,West,Bob Martinez
ORD-001514,2024-11-23,C-00005,Clothing,Cotton T-Shirt,1,32.13,32.13,South,James Wilson
ORD-001515,2023-08-30,C-00463,Books & Media,Paperback Novel,2,16.5,33.0,West,Henry Foster
ORD-001516,2023-05-06,C-00082,Office Supplies,Ergonomic Office Chair,2,341.28,682.56,West,Bob Martinez
ORD-001517,2023-08-05,C-00537,Office Supplies,Ballpoint Pen Pack,2,8.4,16.8,South,James Wilson
